Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Google Product Category,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / MPN,Google Shopping / Condition,Google Shopping / Custom Product,Google Shopping / Custom Label 0,Google Shopping / Custom Label 1,Google Shopping / Custom Label 2,Google Shopping / Custom Label 3,Google Shopping / Custom Label 4,Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included Brazil,Price,Compare At Price,Included International,Price International,Compare At Price International,Status
Sutiã Corrector de Postura feminino Secret Lane,"<p><strong>Sutiã Corrector de Postura feminino Secret Lane</strong> es una excelente opción dentro de la categoría <em></em>. Diseñado pensando en tu comodidad, estilo y funcionalidad diaria. ¡Aprovecha esta oportunidad única para sorprenderte con calidad y elegancia!</p>",Ra_fran,,,"Fitness, Saúde e Beleza",True,Cor,B011-4-Pink,Bands Size,M,,,44645832-b011-4-pink-xl,0.0,,continue,manual,107.0,139.0,True,False,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/product-image-1871875536.jpg?v=1700310841,5.0,Sutiã Corretor de Postura feminino Secret Lane - Emore,False,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/product-image-1871875537.jpg?v=1700310841,g,,,True,,,True,,,active
Sutiã Corrector de Postura feminino Secret Lane,"<p><strong>Sutiã Corrector de Postura feminino Secret Lane</strong> es una excelente opción dentro de la categoría <em></em>. Diseñado pensando en tu comodidad, estilo y funcionalidad diaria. ¡Aprovecha esta oportunidad única para sorprenderte con calidad y elegancia!</p>",Ra_fran,,,"Fitness, Saúde e Beleza",True,Cor,B011-4-Pink,Bands Size,PP,,,44645832-b011-4-pink-m,0.0,,continue,manual,107.0,139.0,True,False,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/product-image-1871875536.jpg?v=1700310841,5.0,Sutiã Corretor de Postura feminino Secret Lane - Emore,False,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/product-image-1871875537.jpg?v=1700310841,g,,,True,,,True,,,active
Sutiã Corrector de Postura feminino Secret Lane,"<p><strong>Sutiã Corrector de Postura feminino Secret Lane</strong> es una excelente opción dentro de la categoría <em></em>. Diseñado pensando en tu comodidad, estilo y funcionalidad diaria. ¡Aprovecha esta oportunidad única para sorprenderte con calidad y elegancia!</p>",Ra_fran,,,"Fitness, Saúde e Beleza",True,Cor,B011-4-Pink,Bands Size,G,,,44645832-b011-4-pink-xxl,0.0,,continue,manual,107.0,139.0,True,False,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/product-image-1871875536.jpg?v=1700310841,5.0,Sutiã Corretor de Postura feminino Secret Lane - Emore,False,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/product-image-1871875537.jpg?v=1700310841,g,,,True,,,True,,,active
Sutiã Corrector de Postura feminino Secret Lane,"<p><strong>Sutiã Corrector de Postura feminino Secret Lane</strong> es una excelente opción dentro de la categoría <em></em>. Diseñado pensando en tu comodidad, estilo y funcionalidad diaria. ¡Aprovecha esta oportunidad única para sorprenderte con calidad y elegancia!</p>",Ra_fran,,,"Fitness, Saúde e Beleza",True,Cor,B011-4-Pink,Bands Size,GG,,,44645832-b011-4-pink-xxxl,0.0,,continue,manual,107.0,139.0,True,False,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/product-image-1871875536.jpg?v=1700310841,5.0,Sutiã Corretor de Postura feminino Secret Lane - Emore,False,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/product-image-1871875537.jpg?v=1700310841,g,,,True,,,True,,,active
Vaporizador de Roupas Portátil 1500w,"<p><strong>Vaporizador de Roupas Portátil 1500w</strong> es una excelente opción dentro de la categoría <em></em>. Diseñado pensando en tu comodidad, estilo y funcionalidad diaria. ¡Aprovecha esta oportunidad única para sorprenderte con calidad y elegancia!</p>",Ra_fran,,,"Casa e Cozinha, Eletrônicos",True,Cor,Rosa,,,,,44428062-pink-ty122-china-eu,0.0,,continue,manual,427.0,372.56,True,False,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/product-image-1953949114.jpg?v=1700310819,1.0,Vaporizador de Roupas Portátil 1500w - Emore,False,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/product-image-1720948312.jpg?v=1700310819,g,,,True,,,True,,,active
Vaporizador de Roupas Portátil 1500w,"<p><strong>Vaporizador de Roupas Portátil 1500w</strong> es una excelente opción dentro de la categoría <em></em>. Diseñado pensando en tu comodidad, estilo y funcionalidad diaria. ¡Aprovecha esta oportunidad única para sorprenderte con calidad y elegancia!</p>",Ra_fran,,,"Casa e Cozinha, Eletrônicos",True,Cor,Azul,,,,,44428062-blue-ty122-china-eu,0.0,,continue,manual,427.0,380.72,True,False,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/product-image-1720948314.jpg?v=1700310819,2.0,Vaporizador de Roupas Portátil 1500w - Emore,False,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/product-image-1720948314.jpg?v=1700310819,g,,,True,,,True,,,active
Vaporizador de Roupas Portátil 1500w,"<p><strong>Vaporizador de Roupas Portátil 1500w</strong> es una excelente opción dentro de la categoría <em></em>. Diseñado pensando en tu comodidad, estilo y funcionalidad diaria. ¡Aprovecha esta oportunidad única para sorprenderte con calidad y elegancia!</p>",Ra_fran,,,"Casa e Cozinha, Eletrônicos",True,Cor,Roxo,,,,,44428062-violet-ty122-china-eu,0.0,,continue,manual,427.0,380.72,True,False,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/product-image-1720948315.jpg?v=1700310819,3.0,Vaporizador de Roupas Portátil 1500w - Emore,False,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/product-image-1720948315.jpg?v=1700310819,g,,,True,,,True,,,active
Vaporizador de Roupas Portátil 1500w,"<p><strong>Vaporizador de Roupas Portátil 1500w</strong> es una excelente opción dentro de la categoría <em></em>. Diseñado pensando en tu comodidad, estilo y funcionalidad diaria. ¡Aprovecha esta oportunidad única para sorprenderte con calidad y elegancia!</p>",Ra_fran,,,"Casa e Cozinha, Eletrônicos",True,Cor,Roxo,,,,,44428062-violet-ty122-china-eu,0.0,,continue,manual,427.0,380.72,True,False,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/product-image-1720948312.jpg?v=1700310819,4.0,Vaporizador de Roupas Portátil 1500w - Emore,False,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/product-image-1720948315.jpg?v=1700310819,g,,,True,,,True,,,active
Protetor Anti-Impacto Infantil,"<p><strong>Protetor Anti-Impacto Infantil</strong> es una excelente opción dentro de la categoría <em></em>. Diseñado pensando en tu comodidad, estilo y funcionalidad diaria. ¡Aprovecha esta oportunidad única para sorprenderte con calidad y elegancia!</p>",Ra_fran,,,Mundo Infantil,True,Cor,Angel,,,,,41432178-angel,0.0,,continue,manual,127.0,189.0,True,False,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/product-image-1903203155.jpg?v=1700310811,1.0,Protetor Anti-Impacto Infantil - Emore,False,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/product-image-1903203162.jpg?v=1700310811,g,,,True,,,True,,,active
Protetor Anti-Impacto Infantil,"<p><strong>Protetor Anti-Impacto Infantil</strong> es una excelente opción dentro de la categoría <em></em>. Diseñado pensando en tu comodidad, estilo y funcionalidad diaria. ¡Aprovecha esta oportunidad única para sorprenderte con calidad y elegancia!</p>",Ra_fran,,,Mundo Infantil,True,Cor,Owl,,,,,41432178-owl,0.0,,continue,manual,127.0,189.0,True,False,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/product-image-1903203168.jpg?v=1700310811,2.0,Protetor Anti-Impacto Infantil - Emore,False,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/product-image-1903203167.jpg?v=1700310811,g,,,True,,,True,,,active
Protetor Anti-Impacto Infantil,"<p><strong>Protetor Anti-Impacto Infantil</strong> es una excelente opción dentro de la categoría <em></em>. Diseñado pensando en tu comodidad, estilo y funcionalidad diaria. ¡Aprovecha esta oportunidad única para sorprenderte con calidad y elegancia!</p>",Ra_fran,,,Mundo Infantil,True,Cor,Flying dragon,,,,,41432178-flying-dragon,0.0,,continue,manual,127.0,189.0,True,False,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/product-image-1903203174.jpg?v=1700310811,3.0,Protetor Anti-Impacto Infantil - Emore,False,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/product-image-1903203168.jpg?v=1700310811,g,,,True,,,True,,,active
Protetor Anti-Impacto Infantil,"<p><strong>Protetor Anti-Impacto Infantil</strong> es una excelente opción dentro de la categoría <em></em>. Diseñado pensando en tu comodidad, estilo y funcionalidad diaria. ¡Aprovecha esta oportunidad única para sorprenderte con calidad y elegancia!</p>",Ra_fran,,,Mundo Infantil,True,Cor,Butterfly,,,,,41432178-butterfly,0.0,,continue,manual,127.0,189.0,True,False,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/product-image-1903203169.jpg?v=1700310811,4.0,Protetor Anti-Impacto Infantil - Emore,False,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/product-image-1903203161.jpg?v=1700310811,g,,,True,,,True,,,active
Protetor Anti-Impacto Infantil,"<p><strong>Protetor Anti-Impacto Infantil</strong> es una excelente opción dentro de la categoría <em></em>. Diseñado pensando en tu comodidad, estilo y funcionalidad diaria. ¡Aprovecha esta oportunidad única para sorprenderte con calidad y elegancia!</p>",Ra_fran,,,Mundo Infantil,True,Cor,Cattle-No Button,,,,,41432178-cattle-no-button,0.0,,continue,manual,127.0,189.0,True,False,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/product-image-1903203171.jpg?v=1700310811,5.0,Protetor Anti-Impacto Infantil - Emore,False,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/product-image-1903203173.jpg?v=1700310811,g,,,True,,,True,,,active
Protetor Anti-Impacto Infantil,"<p><strong>Protetor Anti-Impacto Infantil</strong> es una excelente opción dentro de la categoría <em></em>. Diseñado pensando en tu comodidad, estilo y funcionalidad diaria. ¡Aprovecha esta oportunidad única para sorprenderte con calidad y elegancia!</p>",Ra_fran,,,Mundo Infantil,True,Cor,Cattle-No Button,,,,,41432178-cattle-no-button,0.0,,continue,manual,127.0,189.0,True,False,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/product-image-1903203162.jpg?v=1700310811,6.0,Protetor Anti-Impacto Infantil - Emore,False,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/product-image-1903203173.jpg?v=1700310811,g,,,True,,,True,,,active
Protetor Anti-Impacto Infantil,"<p><strong>Protetor Anti-Impacto Infantil</strong> es una excelente opción dentro de la categoría <em></em>. Diseñado pensando en tu comodidad, estilo y funcionalidad diaria. ¡Aprovecha esta oportunidad única para sorprenderte con calidad y elegancia!</p>",Ra_fran,,,Mundo Infantil,True,Cor,Cattle-No Button,,,,,41432178-cattle-no-button,0.0,,continue,manual,127.0,189.0,True,False,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/product-image-1903203167.jpg?v=1700310811,7.0,Protetor Anti-Impacto Infantil - Emore,False,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/product-image-1903203173.jpg?v=1700310811,g,,,True,,,True,,,active
Protetor Anti-Impacto Infantil,"<p><strong>Protetor Anti-Impacto Infantil</strong> es una excelente opción dentro de la categoría <em></em>. Diseñado pensando en tu comodidad, estilo y funcionalidad diaria. ¡Aprovecha esta oportunidad única para sorprenderte con calidad y elegancia!</p>",Ra_fran,,,Mundo Infantil,True,Cor,Cattle-No Button,,,,,41432178-cattle-no-button,0.0,,continue,manual,127.0,189.0,True,False,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/product-image-1903203161.jpg?v=1700310811,8.0,Protetor Anti-Impacto Infantil - Emore,False,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/product-image-1903203173.jpg?v=1700310811,g,,,True,,,True,,,active
Protetor Anti-Impacto Infantil,"<p><strong>Protetor Anti-Impacto Infantil</strong> es una excelente opción dentro de la categoría <em></em>. Diseñado pensando en tu comodidad, estilo y funcionalidad diaria. ¡Aprovecha esta oportunidad única para sorprenderte con calidad y elegancia!</p>",Ra_fran,,,Mundo Infantil,True,Cor,Cattle-No Button,,,,,41432178-cattle-no-button,0.0,,continue,manual,127.0,189.0,True,False,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/product-image-1903203173.jpg?v=1700310811,9.0,Protetor Anti-Impacto Infantil - Emore,False,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/product-image-1903203173.jpg?v=1700310811,g,,,True,,,True,,,active
Retrovisor Panorâmico para Carros 180° Graus - FullVision®,"<p><strong>Retrovisor Panorâmico para Carros 180° Graus - FullVision®</strong> es una excelente opción dentro de la categoría <em></em>. Diseñado pensando en tu comodidad, estilo y funcionalidad diaria. ¡Aprovecha esta oportunidad única para sorprenderte con calidad y elegancia!</p>",Ra_fran,,,,True,Title,Default Title,,,,,50685494,0.0,,continue,manual,167.0,207.0,True,False,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/product-image-1958584856.jpg?v=1700310798,1.0,Retrovisor Panorâmico para Carros 180° Graus - FullVision® - Emore,False,,,,,,,,,,,,,,,g,,,True,,,True,,,active
Relógio de parede,"<p><strong>Relógio de parede</strong> es una excelente opción dentro de la categoría <em>0</em>. Diseñado pensando en tu comodidad, estilo y funcionalidad diaria. ¡Aprovecha esta oportunidad única para sorprenderte con calidad y elegancia!</p>",Emore,,0,,False,Title,Default Title,,,,,1005004122350036-Glow in the dark 40cm,0.0,shopify,continue,dsers-fulfillment-service,79.0,119.0,True,False,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/S7856c3a00bab4d1fa61aca6d79083cffz.jpg?v=1700310793,1.0,|200000790:-1|1005004122350036-Glow in the dark 40cm,False,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/S7856c3a00bab4d1fa61aca6d79083cffz.jpg?v=1700310793,kg,,,True,,,True,,,active
Relógio de parede,"<p><strong>Relógio de parede</strong> es una excelente opción dentro de la categoría <em>0</em>. Diseñado pensando en tu comodidad, estilo y funcionalidad diaria. ¡Aprovecha esta oportunidad única para sorprenderte con calidad y elegancia!</p>",Emore,,0,,False,Title,Default Title,,,,,1005004122350036-Glow in the dark 40cm,0.0,shopify,continue,dsers-fulfillment-service,79.0,119.0,True,False,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/S9ac5b7563eb64605b742b54df7499f18G.jpg?v=1700310793,2.0,Relógio de parede - Emore,False,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/S7856c3a00bab4d1fa61aca6d79083cffz.jpg?v=1700310793,kg,,,True,,,True,,,active
Relógio de parede,"<p><strong>Relógio de parede</strong> es una excelente opción dentro de la categoría <em>0</em>. Diseñado pensando en tu comodidad, estilo y funcionalidad diaria. ¡Aprovecha esta oportunidad única para sorprenderte con calidad y elegancia!</p>",Emore,,0,,False,Title,Default Title,,,,,1005004122350036-Glow in the dark 40cm,0.0,shopify,continue,dsers-fulfillment-service,79.0,119.0,True,False,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/S6a6109e6dd144ed2be33c6f550e2e3e9G.jpg?v=1700310793,3.0,Relógio de parede - Emore,False,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/S7856c3a00bab4d1fa61aca6d79083cffz.jpg?v=1700310793,kg,,,True,,,True,,,active
Relógio de parede,"<p><strong>Relógio de parede</strong> es una excelente opción dentro de la categoría <em>0</em>. Diseñado pensando en tu comodidad, estilo y funcionalidad diaria. ¡Aprovecha esta oportunidad única para sorprenderte con calidad y elegancia!</p>",Emore,,0,,False,Title,Default Title,,,,,1005004122350036-Glow in the dark 40cm,0.0,shopify,continue,dsers-fulfillment-service,79.0,119.0,True,False,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/Se9a2d6dd035445749d70f659e03f1191h.jpg?v=1700310793,4.0,Relógio de parede - Emore,False,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/S7856c3a00bab4d1fa61aca6d79083cffz.jpg?v=1700310793,kg,,,True,,,True,,,active
Relógio de parede,"<p><strong>Relógio de parede</strong> es una excelente opción dentro de la categoría <em>0</em>. Diseñado pensando en tu comodidad, estilo y funcionalidad diaria. ¡Aprovecha esta oportunidad única para sorprenderte con calidad y elegancia!</p>",Emore,,0,,False,Title,Default Title,,,,,1005004122350036-Glow in the dark 40cm,0.0,shopify,continue,dsers-fulfillment-service,79.0,119.0,True,False,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/S9b47f545bb714a5aa9feee9aff36ff486.jpg?v=1700310793,5.0,Relógio de parede - Emore,False,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/S7856c3a00bab4d1fa61aca6d79083cffz.jpg?v=1700310793,kg,,,True,,,True,,,active
Penny Lane - Bolsa Couro Neon Pequena Tiracolo,"<p><strong>Penny Lane - Bolsa Couro Neon Pequena Tiracolo</strong> es una excelente opción dentro de la categoría <em>Moda Feminina</em>. Diseñado pensando en tu comodidad, estilo y funcionalidad diaria. ¡Aprovecha esta oportunidad única para sorprenderte con calidad y elegancia!</p>",Emore,,Moda Feminina,"acessorios, bolsas, moda feminina",True,Color,Beige,Size,Mini(Max Length<20cm),,,14:771;5:200003925,0.0,,continue,manual,250.9,506.9,True,False,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/H855cb8c325e74e32903fe62750286dbdN_895f106a-7230-4b14-b94e-e77e2dce93ce.jpg?v=1700310719,1.0,,False,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/14_771_5_200003925.jpg?v=1700310719,kg,,,True,,,True,,,active
Penny Lane - Bolsa Couro Neon Pequena Tiracolo,"<p><strong>Penny Lane - Bolsa Couro Neon Pequena Tiracolo</strong> es una excelente opción dentro de la categoría <em>Moda Feminina</em>. Diseñado pensando en tu comodidad, estilo y funcionalidad diaria. ¡Aprovecha esta oportunidad única para sorprenderte con calidad y elegancia!</p>",Emore,,Moda Feminina,"acessorios, bolsas, moda feminina",True,Color,Yellow,Size,Mini(Max Length<20cm),,,14:366;5:200003925,0.0,,continue,manual,250.9,506.9,True,False,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/H091df51febee41fd9cf8e521f2b80628Z.jpg?v=1700310719,2.0,,False,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/14_366_5_200003925.jpg?v=1700310719,kg,,,True,,,True,,,active
Penny Lane - Bolsa Couro Neon Pequena Tiracolo,"<p><strong>Penny Lane - Bolsa Couro Neon Pequena Tiracolo</strong> es una excelente opción dentro de la categoría <em>Moda Feminina</em>. Diseñado pensando en tu comodidad, estilo y funcionalidad diaria. ¡Aprovecha esta oportunidad única para sorprenderte con calidad y elegancia!</p>",Emore,,Moda Feminina,"acessorios, bolsas, moda feminina",True,Color,Light Green,Size,Mini(Max Length<20cm),,,14:200006152;5:200003925,0.0,,continue,manual,250.9,506.9,True,False,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/He3d71ea2648548f0968f80dd98851151w.jpg?v=1700310719,3.0,,False,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/14_200006152_5_200003925.jpg?v=1700310719,kg,,,True,,,True,,,active
Penny Lane - Bolsa Couro Neon Pequena Tiracolo,"<p><strong>Penny Lane - Bolsa Couro Neon Pequena Tiracolo</strong> es una excelente opción dentro de la categoría <em>Moda Feminina</em>. Diseñado pensando en tu comodidad, estilo y funcionalidad diaria. ¡Aprovecha esta oportunidad única para sorprenderte con calidad y elegancia!</p>",Emore,,Moda Feminina,"acessorios, bolsas, moda feminina",True,Color,Light Yellow,Size,Mini(Max Length<20cm),,,14:200006153;5:200003925,0.0,,continue,manual,250.9,506.9,True,False,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/He113e34fdbc7432eb65874eb125fbb247.jpg?v=1700310719,4.0,,False,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/14_200006153_5_200003925.jpg?v=1700310719,kg,,,True,,,True,,,active
Penny Lane - Bolsa Couro Neon Pequena Tiracolo,"<p><strong>Penny Lane - Bolsa Couro Neon Pequena Tiracolo</strong> es una excelente opción dentro de la categoría <em>Moda Feminina</em>. Diseñado pensando en tu comodidad, estilo y funcionalidad diaria. ¡Aprovecha esta oportunidad única para sorprenderte con calidad y elegancia!</p>",Emore,,Moda Feminina,"acessorios, bolsas, moda feminina",True,Color,Light Yellow,Size,Mini(Max Length<20cm),,,14:200006153;5:200003925,0.0,,continue,manual,250.9,506.9,True,False,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/H13a8fcd33826417db7171e9019776433u.jpg?v=1700310719,5.0,,False,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/14_200006153_5_200003925.jpg?v=1700310719,kg,,,True,,,True,,,active
Penny Lane - Bolsa Couro Neon Pequena Tiracolo,"<p><strong>Penny Lane - Bolsa Couro Neon Pequena Tiracolo</strong> es una excelente opción dentro de la categoría <em>Moda Feminina</em>. Diseñado pensando en tu comodidad, estilo y funcionalidad diaria. ¡Aprovecha esta oportunidad única para sorprenderte con calidad y elegancia!</p>",Emore,,Moda Feminina,"acessorios, bolsas, moda feminina",True,Color,Light Yellow,Size,Mini(Max Length<20cm),,,14:200006153;5:200003925,0.0,,continue,manual,250.9,506.9,True,False,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/H66fcdd3e4e214c5baa09cccd4315ca4eN.jpg?v=1700310719,6.0,,False,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/14_200006153_5_200003925.jpg?v=1700310719,kg,,,True,,,True,,,active
Penny Lane - Bolsa Couro Neon Pequena Tiracolo,"<p><strong>Penny Lane - Bolsa Couro Neon Pequena Tiracolo</strong> es una excelente opción dentro de la categoría <em>Moda Feminina</em>. Diseñado pensando en tu comodidad, estilo y funcionalidad diaria. ¡Aprovecha esta oportunidad única para sorprenderte con calidad y elegancia!</p>",Emore,,Moda Feminina,"acessorios, bolsas, moda feminina",True,Color,Light Yellow,Size,Mini(Max Length<20cm),,,14:200006153;5:200003925,0.0,,continue,manual,250.9,506.9,True,False,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/14_771_5_200003925.jpg?v=1700310719,7.0,,False,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/14_200006153_5_200003925.jpg?v=1700310719,kg,,,True,,,True,,,active
Penny Lane - Bolsa Couro Neon Pequena Tiracolo,"<p><strong>Penny Lane - Bolsa Couro Neon Pequena Tiracolo</strong> es una excelente opción dentro de la categoría <em>Moda Feminina</em>. Diseñado pensando en tu comodidad, estilo y funcionalidad diaria. ¡Aprovecha esta oportunidad única para sorprenderte con calidad y elegancia!</p>",Emore,,Moda Feminina,"acessorios, bolsas, moda feminina",True,Color,Light Yellow,Size,Mini(Max Length<20cm),,,14:200006153;5:200003925,0.0,,continue,manual,250.9,506.9,True,False,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/14_366_5_200003925.jpg?v=1700310719,8.0,,False,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/14_200006153_5_200003925.jpg?v=1700310719,kg,,,True,,,True,,,active
Penny Lane - Bolsa Couro Neon Pequena Tiracolo,"<p><strong>Penny Lane - Bolsa Couro Neon Pequena Tiracolo</strong> es una excelente opción dentro de la categoría <em>Moda Feminina</em>. Diseñado pensando en tu comodidad, estilo y funcionalidad diaria. ¡Aprovecha esta oportunidad única para sorprenderte con calidad y elegancia!</p>",Emore,,Moda Feminina,"acessorios, bolsas, moda feminina",True,Color,Light Yellow,Size,Mini(Max Length<20cm),,,14:200006153;5:200003925,0.0,,continue,manual,250.9,506.9,True,False,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/14_200006152_5_200003925.jpg?v=1700310719,9.0,,False,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/14_200006153_5_200003925.jpg?v=1700310719,kg,,,True,,,True,,,active
Penny Lane - Bolsa Couro Neon Pequena Tiracolo,"<p><strong>Penny Lane - Bolsa Couro Neon Pequena Tiracolo</strong> es una excelente opción dentro de la categoría <em>Moda Feminina</em>. Diseñado pensando en tu comodidad, estilo y funcionalidad diaria. ¡Aprovecha esta oportunidad única para sorprenderte con calidad y elegancia!</p>",Emore,,Moda Feminina,"acessorios, bolsas, moda feminina",True,Color,Light Yellow,Size,Mini(Max Length<20cm),,,14:200006153;5:200003925,0.0,,continue,manual,250.9,506.9,True,False,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/14_200006153_5_200003925.jpg?v=1700310719,10.0,,False,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/14_200006153_5_200003925.jpg?v=1700310719,kg,,,True,,,True,,,active
Fita AplicaFix® - A Fita Mais Forte do Mundo.,"<p><strong>Fita AplicaFix® - A Fita Mais Forte do Mundo.</strong> es una excelente opción dentro de la categoría <em>FITA</em>. Diseñado pensando en tu comodidad, estilo y funcionalidad diaria. ¡Aprovecha esta oportunidad única para sorprenderte con calidad y elegancia!</p>",Emore,,FITA,"aplicafix, fita, promoçao",True,Largura,3CM,TAMANHO,5 METROS,,,1036457946610,0.0,shopify,continue,manual,68.9,119.0,True,True,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/Designsemnome_2.jpg?v=1700309258,1.0,,False,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/1.jpg?v=1700309258,kg,,,True,,,True,,,active
Fita AplicaFix® - A Fita Mais Forte do Mundo.,"<p><strong>Fita AplicaFix® - A Fita Mais Forte do Mundo.</strong> es una excelente opción dentro de la categoría <em>FITA</em>. Diseñado pensando en tu comodidad, estilo y funcionalidad diaria. ¡Aprovecha esta oportunidad única para sorprenderte con calidad y elegancia!</p>",Emore,,FITA,"aplicafix, fita, promoçao",True,Largura,3CM,TAMANHO,10 METROS,,,1402498562413026,0.0,shopify,continue,manual,78.9,119.0,True,True,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/ULTRAREFORCADA.jpg?v=1700309258,2.0,,False,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0812/9400/0411/products/2.jpg?v=1700309258,kg,,,True,,,True,,,active
